date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2019-01-26,62279,66943,22093,92817,34335,46698,10329,63784,57742,61250,66,5021,7259,59,7184,4591,2398,8646,186,8611,425,443,869,65,33,36,39
2019-01-27,58549,62533,19805,12534,77669,49958,79536,13923,65572,40789,4484,3809,8415,2507,4257,9708,6267,7778,3729,24,305,984,522,81,10,3,6
2019-01-28,85889,19391,30897,80995,75267,67149,607,41294,84369,54633,5644,5102,3056,8594,5045,6291,3579,7503,8388,1209,244,186,835,59,83,34,19
2019-01-29,56579,42767,29375,21047,75651,35133,52385,59171,20409,73525,6438,9819,8847,2539,2291,7850,3669,2741,7052,1108,664,515,572,37,59,1,68
2019-01-30,10344,85093,53161,9000,40903,73015,13519,97023,82910,53140,7504,9807,8375,4615,2519,4460,394,2246,9210,7259,20,924,658,8,95,91,10
2019-01-31,77622,66550,11867,39080,3943,51317,77652,91711,9641,18425,1952,2843,4724,8141,6783,9254,7418,8179,224,4720,381,811,374,16,99,73,43
2019-02-01,8988,22416,43606,56865,74843,12527,5270,36939,44042,11960,9217,8222,3349,3524,7923,5235,7728,2059,3936,8850,644,850,157,52,38,8,57
2019-02-02,93843,40130,6541,59475,7591,78144,4746,88999,70819,40731,8083,3121,1022,2354,9246,3444,6151,1071,2031,5949,390,842,396,44,4,78,88
2019-02-03,61090,49169,33210,84333,69283,70489,45784,77730,41027,5042,9954,235,4515,9234,362,7824,4807,5643,7114,7929,157,797,201,28,76,55,8
2019-02-08,32999,32196,9121,88937,3122,20239,8897,63291,35519,90363,3279,328,196,6040,3711,6774,8125,724,446,1121,984,804,272,15,11,12,94
2019-02-09,65826,11452,62655,92414,63079,60465,57932,41915,30829,83970,617,5272,1859,7344,9007,2723,9513,5774,1509,7501,952,353,424,42,2,46,19
2019-02-10,83208,72164,69427,32385,97756,48013,18542,44887,4845,80171,4833,4667,2740,1345,1955,7929,8996,4801,8665,3825,989,787,592,62,44,89,74
2019-02-11,27459,78249,51933,57101,2698,26004,7203,39148,54541,89751,7620,39,5115,2725,1404,446,1205,86,5944,8117,333,480,641,79,36,21,93
2019-02-12,11333,32253,96164,93077,39190,54426,3846,67682,41730,7962,4866,4169,4717,3868,2004,8702,2945,6120,7938,3317,647,127,83,48,44,52,43
2019-02-13,67091,7897,87967,60602,15619,84309,54261,80289,1115,34728,3941,8480,2160,4635,2786,5003,5136,6893,2177,9925,876,959,773,15,83,9,36
2019-02-14,28929,12758,13138,5847,59431,76798,62214,11510,84446,58671,9374,6665,4420,4353,8562,6734,9287,5749,3439,4287,878,973,592,40,92,41,78
2019-02-15,65132,27219,20750,71078,31697,48439,9036,11799,98809,4611,1896,7354,5909,4400,8028,5553,7838,4068,831,8115,609,959,670,24,80,68,2
2019-02-16,57480,40751,27130,69477,75916,39968,22680,35750,67352,15052,5258,129,749,873,3925,2275,6617,8019,5827,5047,126,308,876,0,49,12,55
2019-02-17,54486,25897,47832,40270,89547,75659,54702,32099,11239,6965,8106,6386,2620,5912,6967,571,8197,8789,8211,3152,304,513,949,87,66,36,35
2019-02-18,15297,69209,75215,83161,92221,41635,61327,66409,53102,70126,8090,5364,9070,8033,5359,1293,3130,2899,5486,63,455,989,243,89,21,62,42
2019-02-19,86105,55689,26503,59506,44271,18652,52665,19468,29116,70851,4952,3784,1334,7882,6250,9384,9488,7587,4931,9661,895,491,961,75,68,55,49
2019-02-20,28716,60764,19329,25694,28164,95332,4087,57541,61255,4098,2787,2150,9355,1033,4548,8688,833,2444,4343,5394,666,471,422,73,41,51,43
2019-02-21,89968,75866,57039,79159,15682,14015,43743,57048,89993,40390,7907,4602,3921,6172,8234,4764,4536,9694,6843,3812,974,962,317,65,40,33,76
2019-02-22,34463,53655,12230,26939,82980,72735,58528,56062,51814,75106,3784,9200,1013,6658,798,6373,1295,7962,8436,2527,205,320,69,83,44,86,90
2019-02-23,63311,86911,16219,95693,74853,11851,99198,7286,9330,42706,3296,2908,5604,9414,9720,7463,959,2825,7313,4473,407,781,40,96,39,53,34
2019-02-24,55232,39106,42934,66588,19492,12679,40369,16164,64181,42536,5253,7221,3569,9949,9218,9615,6384,9774,667,9256,53,151,27,4,34,7,17
2019-02-25,37168,14350,38457,72236,36329,73301,49104,39953,71619,49805,3513,8867,686,4710,7879,4150,8523,5791,3708,9545,722,699,314,38,65,56,81
2019-02-26,17948,56052,7854,72825,47349,79435,9013,1083,12595,12432,2292,6414,880,9850,6065,869,2696,5726,4301,1244,354,960,277,16,14,73,89
2019-02-27,68716,21136,57803,50551,18492,11613,87193,15708,17500,8663,4254,9079,7726,9558,8099,1437,6832,3899,3492,5039,160,626,587,28,57,64,94
2019-02-28,61214,96589,5378,39524,44679,92716,35241,4331,79251,13630,3161,5188,9617,660,9011,5200,5087,6128,2427,2478,169,178,951,8,17,26,63
2019-03-01,71310,6742,81282,12686,90776,11668,62008,61053,94032,13083,6324,6901,4272,373,3731,9847,5459,8464,3197,691,531,492,827,32,11,67,76
2019-03-02,62505,20787,11294,83741,62547,12413,25832,44103,16115,49454,5557,8190,9584,213,6248,2940,3251,5435,2932,3665,386,147,621,87,10,52,88
2019-03-03,58310,10624,71432,78957,64222,10693,68066,57965,58045,63636,614,4310,1170,7093,5582,33,2199,7874,9282,8442,834,82,688,12,89,92,6
2019-03-04,11155,45805,35883,89943,22693,98695,74276,13292,15513,75857,6865,9458,9011,9882,1490,2330,7550,5589,4495,8524,699,510,99,33,4,38,60
2019-03-05,2286,76770,6825,25300,25542,92585,97675,58694,96914,89230,9993,312,5612,2702,4057,1972,159,890,1525,9043,5,909,407,15,39,93,32
2019-03-06,87807,58780,6321,91122,61013,46507,88781,76413,11509,24699,1703,3912,178,5627,7971,9608,9597,4940,6355,5636,120,537,783,83,16,84,56
2019-03-07,72672,51065,94630,19339,9464,27815,51563,52691,76989,64292,6579,9030,9424,8380,2007,1026,9874,1133,5720,3016,956,781,69,36,30,85,70
2019-03-08,9702,74663,30758,57111,60274,12435,44317,58246,36118,28338,9640,4549,9223,4480,1521,3033,9929,5481,7287,9320,738,184,948,2,1,42,93
2019-03-09,6000,97910,20605,34406,93826,62308,26644,26006,29214,96463,3468,7939,9524,3551,9799,7882,7085,2957,8675,7737,513,422,652,37,94,70,28
2019-03-10,74359,76419,44101,91993,86814,15579,14774,67025,52695,36608,4737,9897,6018,2310,33,4518,4652,9490,2301,141,439,273,579,68,87,94,97
2019-03-11,97291,82885,56554,2384,95838,16643,7036,29828,68,11762,4223,2815,9363,3426,9911,6428,2526,658,4305,3813,79,794,125,72,23,5,38
2019-03-12,37899,94673,64543,91378,34907,75294,1032,77216,76283,91196,9474,8242,7943,3986,7951,4917,7412,4149,687,6865,978,800,652,3,8,63,34
2019-03-13,55062,46864,99515,58103,40021,41259,37709,33470,87782,19037,2645,6014,9872,1777,612,4161,4925,3552,746,3784,881,272,227,40,49,59,44
2019-03-14,75608,15029,84241,45914,51731,82275,32352,85935,23665,55488,1313,778,1841,318,6478,3634,2034,2154,9843,1243,758,605,254,73,28,31,82
2019-03-15,40771,89617,58685,59275,32664,20626,11516,77826,62332,52831,8898,4520,8452,7809,2505,8217,1282,789,6687,1288,329,366,771,49,42,99,63
2019-03-16,26682,37391,69238,41265,99604,33178,15445,2256,77604,72373,3377,3461,4799,2904,3625,2394,6750,3738,5696,3484,190,477,144,39,60,6,4
2019-03-17,96651,20755,2892,71843,24309,39768,86989,50331,48962,87734,5261,5531,6377,5755,4144,7521,9652,1928,870,8821,257,627,613,51,94,70,75
2019-03-18,41334,84633,72738,524,18777,3831,84391,89767,83971,46277,6034,2275,216,2821,9548,1032,2492,4431,5680,1932,794,392,508,31,62,72,67
2019-03-19,39473,88431,31815,38423,64458,89906,3787,27881,94072,71547,5191,5100,9125,817,8470,8897,3780,7097,7989,1463,754,571,139,32,39,5,47
2019-03-20,20824,1740,8150,76859,77257,99634,9195,73097,84124,65293,4451,8567,2454,8293,2186,2703,3827,8519,2139,401,395,841,56,49,27,85,83
2019-03-21,43185,7303,49568,58668,65443,97464,24322,50874,67075,16672,3720,5302,5434,1653,8898,3490,3670,704,7019,9615,748,477,9,22,18,71,78
2019-03-22,97477,21663,27194,19868,70166,61275,26300,21701,93438,7936,8469,9289,7125,8554,3250,7049,7693,4846,696,2840,295,868,562,23,27,73,63
2019-03-23,40005,35790,21352,90568,61698,49234,44747,45726,24442,62083,77,9626,2022,1450,8585,8330,1643,8467,7111,7308,730,414,899,44,46,15,2
2019-03-24,86472,34087,23223,46303,27124,1743,5559,18022,77787,34939,7350,6083,3925,5316,8954,9,4021,9354,7213,7050,9,961,792,13,89,64,22
2019-03-25,25019,8621,82233,79658,14697,2085,93733,22191,60065,92953,6311,1591,8863,220,3517,751,1717,1323,9063,7651,347,498,704,99,86,40,76
2019-03-26,94499,86607,96465,17648,57899,71843,30838,97765,16716,74046,9587,8069,6591,1882,1728,9984,9535,5352,2240,8010,523,309,233,43,92,95,61
2019-03-27,63559,66068,83290,77658,61664,91889,25868,61410,85080,2144,7383,8484,894,5532,2052,1215,5244,1416,3515,3159,971,852,120,36,27,47,77
2019-03-28,27974,44982,52996,92837,33414,96568,64450,85442,27235,40406,8914,8924,9720,3802,1435,9043,9064,4100,8500,8610,156,480,422,11,85,18,62
2019-03-29,21642,2102,55220,64771,28216,69762,95624,23630,27277,84984,5257,3349,4682,7428,4212,8946,1731,3399,3339,7363,503,905,100,1,26,92,81
2019-03-30,64361,22750,51712,65124,74983,3844,62856,44159,51120,3596,4644,8143,8172,3888,4399,5318,8360,5482,4055,8232,495,353,663,36,42,9,99
2019-03-31,13748,11388,4575,54906,20090,52505,41534,53064,37537,61849,1497,3003,3036,6273,8843,4328,1021,2761,2120,9535,732,254,697,97,15,49,10
2019-04-01,83620,53556,61108,4197,64435,15828,94161,36243,20885,38847,5349,2960,1510,596,816,9952,4627,9183,8122,6682,666,726,462,91,15,55,56
2019-04-02,71393,78853,36231,8575,76318,83675,99917,96070,67000,63508,5496,2101,2392,7413,6387,2590,3365,8788,3965,6703,985,750,986,8,56,88,14
2019-04-03,18934,67542,14448,31237,25196,95292,29247,11416,52018,88798,1973,8931,4634,3975,9852,7886,1781,3377,6076,7706,252,788,680,30,29,64,77
2019-04-04,70084,17245,16096,15869,61663,56702,15845,91722,32683,62286,7898,7209,6976,8146,7127,6706,7476,9531,9500,2091,760,626,664,41,97,79,85
2019-04-05,91458,40827,42429,96005,7495,72538,2468,71294,66383,16890,2666,8722,1005,5712,2923,3042,6648,4637,458,7714,880,173,263,27,75,24,91
2019-04-06,61188,86876,94020,70401,8441,18807,15190,15158,77086,42796,2772,1736,5092,1291,4689,3752,1374,7640,8034,2284,824,260,743,66,7,34,67
2019-04-07,98764,79647,7702,41768,86610,90956,26671,12352,94528,89846,8245,4160,2442,4651,6014,1804,1759,397,5249,2272,234,31,712,40,0,66,1
2019-04-08,37110,61647,64872,28185,85265,98046,2097,74307,17403,66045,7617,5402,5377,1693,9499,4650,5471,6154,3210,1800,676,668,264,40,7,52,95
2019-04-09,31765,91814,66098,72718,6349,44736,97712,44742,8418,27865,6205,3822,8665,7672,3907,1721,3823,2826,2952,2339,63,881,136,91,29,60,50
2019-04-10,5284,67799,64046,29695,18232,75049,91776,64971,3866,60126,682,8612,9802,9965,2066,4932,3722,9806,2243,1470,413,594,104,52,99,13,36
2019-04-11,52236,50212,47393,84348,85287,30320,18820,35073,65762,63272,6113,8501,2218,6085,307,5105,9710,8808,5659,1934,602,745,424,12,1,4,56
2019-04-12,84308,39159,78310,64382,50889,88095,53787,22594,12468,82918,6370,7531,4911,207,2188,8952,4351,7119,3980,4038,271,217,96,73,21,5,0
2019-04-13,46181,26851,76785,61246,25059,68851,20694,53494,85151,68213,3916,2957,7662,2723,3718,258,5611,9986,8020,3270,341,464,638,82,47,45,52
2019-04-14,2867,96545,34696,58670,96019,92635,81797,49057,81140,60633,1182,483,1342,5126,3926,2100,2630,4813,3914,5214,777,921,454,71,54,39,84
2019-04-15,57843,22538,43677,44518,92606,95454,4321,38557,81673,14622,1964,6213,1314,347,2403,7902,4291,5065,4652,7607,272,902,839,24,80,16,81
2019-04-16,11022,57948,46157,24971,80139,79032,32128,49997,17861,59295,2946,4543,1361,3392,6781,4192,3032,3188,222,5636,202,490,952,45,25,22,82
2019-04-17,61619,32144,77208,66550,91501,98288,21382,556,70906,63432,3248,7212,9273,2562,79,1867,5023,4816,8877,2133,498,524,579,51,16,49,94
2019-04-18,54399,81519,40486,17385,43886,92649,78506,89920,91700,35527,8096,7461,106,7351,4311,1637,9863,1686,1203,9123,653,13,296,90,92,12,36
2019-04-19,73588,12423,59104,75395,6920,28874,45615,73500,33535,97702,4968,251,4251,4942,6970,407,8114,8784,3329,3069,992,530,558,8,24,93,55
2019-04-20,78697,10401,83798,63698,47363,87370,21831,30084,25454,37997,8330,3147,2983,2,5818,7125,452,6360,7132,5017,836,131,405,96,66,62,19
2019-04-21,66103,27160,68035,90974,16919,77595,1238,94869,69102,48123,1026,6369,5971,3693,5829,982,9569,9232,4006,339,741,391,1,66,64,30,89
2019-04-22,78819,34809,11946,98103,74969,49134,50035,37112,9272,64420,4978,9239,1574,5773,9962,1437,4658,4769,5078,8509,141,518,573,59,19,0,78
2019-04-23,95541,87314,18334,90509,94798,45157,24947,40973,44038,65617,5052,7310,3589,4889,6271,8748,7539,9828,6164,9662,202,27,809,58,96,48,87
2019-04-24,61229,64831,868,27719,81881,44597,54140,81218,8382,42866,1063,1175,196,33,6405,2895,6775,923,8548,5912,458,651,973,30,90,52,1
2019-04-25,44188,53421,45059,72084,17891,27596,77786,1952,14936,22174,4546,7497,9332,7944,5018,6027,9634,6974,2142,264,879,328,792,76,62,84,80
2019-04-26,41702,18023,75633,30292,95500,49684,22534,96913,53619,69423,4175,8788,3148,800,9727,788,8233,9301,7988,1557,941,607,895,92,51,16,12
2019-04-27,66029,94740,58069,60284,42218,15942,90074,98098,66531,88293,4080,7365,4190,9778,3003,742,9202,3960,5242,3212,145,115,398,28,86,26,64
2019-04-28,61019,8071,36956,43274,19721,97735,34803,78074,14794,62461,372,7354,8450,3651,699,1868,8281,7436,7935,2913,118,668,234,80,83,70,2
2019-04-29,417,99059,74233,19149,8786,90237,16254,23175,12778,9000,5418,878,7429,8988,8242,1528,9730,4112,8010,6689,306,45,985,24,99,68,97
2019-04-30,93006,63474,19372,89850,15658,14514,98848,56985,95486,62682,2956,7500,1273,1345,39,6205,3869,6027,5590,4003,130,456,698,41,21,38,79
2019-05-01,34641,56596,81188,95672,13683,44507,57885,99753,72552,85043,3194,7018,6023,5632,6205,2598,5631,4785,1752,7941,520,759,474,93,81,63,54
2019-05-02,94761,27423,52089,33063,17346,33139,16736,1430,67481,8122,5494,3915,3852,4205,2306,1966,7662,1363,6045,4200,440,74,418,33,49,90,60
2019-05-03,12050,74867,11837,29582,86838,7814,50022,43043,97176,56876,2363,9089,1324,5319,4885,4422,7144,583,174,5654,489,261,200,30,96,70,75
2019-05-04,63371,61735,93293,66824,42445,51148,51248,25354,54780,3866,2121,3319,6444,2296,931,6277,9100,6159,9167,1289,343,823,593,25,23,3,60
2019-05-05,21900,21590,77814,7880,88885,37102,31251,21211,81019,14854,6022,1370,4771,6583,2919,2093,8435,3754,6953,7963,333,374,515,41,17,16,32
2019-05-06,44642,33245,51731,58918,86510,23429,14671,70334,19863,2608,3563,7723,1189,1960,4567,2004,5356,1643,7779,4850,639,181,737,33,79,93,26
2019-05-07,74530,97659,92731,72498,69084,7844,77881,96914,51017,3073,9896,5550,1053,6390,9959,5205,9723,2701,9917,792,838,832,555,49,43,2,66
2019-05-08,36128,26736,96881,19959,10025,44711,57752,37464,74913,61368,6273,4768,6316,8559,1138,5803,4730,2198,4767,1587,810,681,188,90,89,15,24
2019-05-09,73052,42339,83545,50151,60411,94981,69304,74427,61572,91268,9868,8439,2376,4968,1143,2644,5479,7574,7254,3959,1,147,793,0,35,66,67
2019-05-10,95735,32369,92000,14942,47217,37126,80512,98470,77528,3272,1299,9856,3072,1463,4636,6868,7255,9113,8762,6625,342,85,940,71,99,39,79
2019-05-11,48500,57392,76623,40780,87331,77449,80447,51697,25926,73951,2192,8235,3304,727,9393,1610,4491,1252,6666,103,63,932,529,49,62,57,22
2019-05-12,55886,88930,64361,57913,59974,65877,72267,17766,64757,5955,6416,2257,7256,8077,4068,9923,3342,2980,6080,7315,662,60,707,69,27,5,98
2019-05-13,75368,37158,80493,16955,97592,51907,19021,7997,53557,72877,7369,2235,9650,7699,2346,6422,4793,7344,8014,2746,347,259,591,59,65,90,75
2019-05-14,38982,5375,60528,32359,66826,37607,39653,9553,41779,3386,4574,6192,7468,3405,5298,9749,1395,4325,4017,1260,350,418,660,13,93,80,55
2019-05-15,22819,20823,46041,84326,64735,82655,66476,49302,17047,45587,2938,1239,2553,2370,1355,2398,3873,8551,408,7133,432,908,213,81,18,33,17
2019-05-16,23736,79828,3842,6815,21375,62432,1012,10442,60475,47621,2372,8131,1127,6389,440,6823,889,6006,2353,285,407,967,836,26,90,60,96
2019-05-17,10532,89701,62850,33857,78704,82581,44059,37501,81191,16255,1515,1612,6947,2886,1775,7604,9546,7980,4601,3484,35,215,349,0,5,45,54
2019-05-18,92849,559,29651,34273,13382,58591,11158,15549,92309,28277,7652,6684,6421,5766,6999,3505,5416,5169,3740,7973,136,761,834,67,19,57,54
2019-05-19,20112,93858,16996,72107,39550,52015,61595,77482,7613,31996,225,7577,9976,6368,5144,7703,1841,2886,2487,4869,557,594,385,68,49,44,15
2019-05-20,43464,93972,68146,13245,63982,99181,35268,27480,59551,49534,2781,1382,9744,8878,2181,7683,5356,520,3021,9102,807,376,552,60,1,47,15
2019-05-21,4934,10898,8895,1278,17137,1068,97069,71807,48890,43994,7046,3826,119,5064,5464,4498,9375,9087,1398,7094,378,159,40,37,57,56,29
2019-05-22,31635,94144,14202,22957,37202,7147,46919,50485,34777,47286,7964,4405,167,7978,5981,7847,3402,6945,2838,1600,888,94,338,39,99,73,0
2019-05-23,98583,27637,48674,8303,38452,65186,63608,41365,83456,22594,336,7253,7392,4643,7746,8169,3831,8581,2202,5244,279,973,445,59,96,38,55
2019-05-24,71563,34966,82444,88918,19442,42175,33393,61638,48266,99851,670,4018,8498,9732,1710,5371,2326,7835,402,7765,271,76,10,52,27,48,33
2019-05-25,45433,95029,6179,40110,51962,34187,61754,85918,79013,88620,8162,8953,1216,6560,4162,5572,8964,2420,1559,5032,225,818,519,45,36,70,60
2019-05-26,90064,85688,57208,1582,38169,82509,35688,70502,97068,34555,3075,1292,3925,5490,4097,2054,8677,4047,2922,614,938,623,809,92,7,12,14
2019-05-27,9247,13662,64142,59143,14872,72216,58252,40451,93084,57800,7105,8527,2978,5426,1154,1985,9532,1126,5814,1222,887,859,798,79,43,45,69
2019-05-28,96458,53626,1829,46134,45640,12224,49305,86166,10180,82222,8067,8465,9334,4441,5549,3444,6095,686,9083,3976,811,504,784,43,72,73,2
2019-05-29,19146,39201,3424,67397,41744,46873,37721,10967,26257,86737,7136,695,8730,6993,4407,8675,3601,7633,7265,2937,402,253,30,81,30,48,94
2019-05-30,47625,24130,57549,85886,8983,13551,35420,13492,77449,60923,4146,4483,1089,5673,2814,6912,3335,3683,9284,3920,776,740,596,56,90,76,16
2019-05-31,79905,91614,38435,72383,38106,78679,66442,31373,15675,41276,6823,9037,784,5567,84,743,8822,9657,3698,7939,212,827,536,77,9,45,6
2019-06-01,68191,99702,85539,33753,18372,90180,53229,58582,7434,60098,2132,5066,5508,200,9042,580,1,485,6934,5086,925,455,954,63,32,23,11
2019-06-02,99357,57275,70337,97286,74567,96750,40718,95681,72988,25525,7360,4968,9893,2610,6331,1507,1445,3804,4731,6787,145,709,30,4,30,92,73
2019-06-03,31873,4482,97350,7952,68554,83819,6470,44762,1240,97661,391,192,6946,4859,4045,2060,3601,3061,6679,7293,403,830,845,49,27,36,89
2019-06-04,90686,90200,98553,96604,18568,39551,3652,58061,94951,77389,5020,323,2796,9909,9156,916,862,4506,7437,9642,467,946,895,91,59,97,79
2019-06-05,85267,1107,3793,34495,42477,89358,66072,13249,67837,13412,7851,2880,5405,9858,1352,1500,7475,8807,4050,1796,738,970,810,60,79,3,81
2019-06-06,35740,86961,18407,61706,20242,86652,29917,55302,78013,25751,6017,2982,1612,6484,2610,7765,3735,9778,3828,7581,754,517,447,15,67,95,34
2019-06-07,43073,42110,95748,18110,66924,99921,97753,64345,66289,90215,6140,1050,5296,3341,1797,1167,4480,593,8869,1720,606,214,468,20,36,86,75
2019-06-08,81575,81596,73165,33060,25277,71720,15078,42865,30307,58806,4989,4738,502,4670,1439,5313,9866,1700,675,8239,102,143,901,58,28,38,78
2019-06-09,53338,16854,58883,96877,65318,87928,18349,85596,67002,49801,6404,7116,1794,1839,5557,8024,1735,3052,1080,2762,600,483,708,57,33,78,55
2019-06-10,11797,20477,69109,68686,71613,66267,39589,71706,32732,34389,9206,1318,2887,6366,9020,5820,5759,239,310,1139,786,524,268,20,61,82,93
2019-06-11,92614,78683,19661,48233,12426,59975,96524,43386,58642,5166,5971,1695,7576,4166,6794,2842,201,6701,4773,8707,848,399,699,57,58,55,52
2019-06-12,34298,66905,74396,28987,76495,21191,26675,47023,85720,8707,1638,9267,278,8854,1652,2828,6028,7394,7156,9381,749,358,699,40,56,58,65
2019-06-13,69759,56608,41985,96681,57864,98050,38517,934,99499,10734,8182,3166,799,8724,7890,2353,5078,7163,6480,9905,846,629,583,22,16,93,18
2019-06-14,39101,12949,483,25293,91252,28436,22493,69686,88572,26361,6840,2548,4814,2494,8458,809,8344,3982,3415,6171,723,479,959,13,11,81,0
2019-06-15,16509,12231,32933,15508,89913,34295,73842,14449,12740,3632,9751,9457,5930,8627,804,5105,1729,2739,3813,8266,115,433,641,43,51,54,78
2019-06-16,2777,3098,57973,47366,23151,81241,87328,39439,72030,95744,521,2128,4512,6921,9664,2244,1980,8361,5151,3863,898,410,543,39,37,62,83
2019-06-17,74374,29054,70519,67354,61528,50548,88635,29078,32013,15011,1263,5208,1909,6923,5020,1965,3394,9295,4617,1851,97,881,633,58,0,99,41
2019-06-18,86598,39828,79262,2646,41699,13988,10483,70653,23279,54378,8247,3674,4100,4620,4640,9007,6357,2581,3965,3987,795,727,94,60,23,39,19
2019-06-19,29853,88266,35116,82733,19208,81297,27993,87142,90686,18990,4661,76,9153,5327,7791,7167,1968,1478,5800,175,787,279,455,45,21,58,89
2019-06-20,25132,62479,76620,28020,77936,73016,41714,84749,40382,53952,553,9029,7828,8713,6440,7413,1958,6687,6379,3140,697,548,461,9,53,87,97
2019-06-21,69886,10248,33354,45804,57190,30609,17491,64528,39346,99100,1428,5182,193,8434,6158,5233,6291,8518,3726,6340,47,658,807,11,40,37,57
2019-06-22,13304,33760,6198,79995,14296,90658,5995,93833,10127,83562,7466,7263,6154,7084,2302,3296,9586,9809,9729,2798,162,854,616,34,35,87,45
2019-06-23,84095,36484,47726,39519,42208,41739,23557,80379,17507,37216,3591,8107,1757,4133,8596,1219,7053,4452,1405,5333,121,892,15,60,12,17,0
2019-06-24,82084,93974,85506,7011,11558,56701,54362,172,97513,55222,7672,9836,6648,6405,7039,150,5506,544,5231,8024,685,596,16,90,44,16,64
2019-06-25,53768,37656,89892,99859,16273,3052,55789,26128,63211,38163,5531,922,5225,4330,9865,8867,718,5086,2804,9634,920,512,135,19,90,44,52
2019-06-26,90895,20729,36942,27217,59499,35900,74861,4254,91787,53066,841,5539,1428,5912,4937,2048,5625,7076,6119,7190,968,223,890,14,28,65,50
2019-06-27,51776,72323,34926,74307,98856,49064,54649,90065,27047,58920,3166,9702,5755,7064,6286,3734,7471,7131,4168,1054,317,955,227,88,20,75,4
2019-06-28,98073,45763,15351,32341,27799,85413,26094,94620,93354,20309,3402,4770,6880,7930,8681,7759,7037,3897,5259,2412,483,393,793,10,38,54,55
2019-06-29,97734,58493,49762,51935,3064,54365,97448,329,75100,67838,6008,9597,1968,7837,2086,811,5992,9301,3982,6541,299,836,526,10,86,85,92
2019-06-30,73622,92650,27142,26723,67021,17143,15334,97804,61489,80839,6146,2348,5577,2831,3067,4230,9699,3414,3374,4650,586,995,997,77,1,94,42
2019-07-01,31284,15393,4274,21312,17715,16852,97575,98176,35770,98405,8064,9941,6085,4292,5564,5078,3024,8840,9686,9003,771,809,234,72,93,77,39
2019-07-02,85978,66484,73772,58816,67055,52550,46331,1315,68324,72988,6856,319,5675,3374,2238,2877,2033,1030,7479,7204,401,767,900,24,7,58,95
2019-07-03,7188,79085,21703,66598,85756,37276,66,10446,66310,89907,2496,6798,6950,4415,9787,2019,5766,2997,7065,6028,290,348,631,64,58,57,26
2019-07-04,19120,63741,38353,93296,29158,64899,76760,15050,12602,24702,525,1282,2047,3072,1351,9763,857,6857,7965,6430,968,96,507,95,31,88,13
2019-07-05,81937,433,81286,55350,19483,98948,66315,87012,46315,58704,909,6903,5444,134,4221,8132,7896,419,3319,4167,525,820,921,95,19,33,39
2019-07-06,82297,13311,16443,9405,92084,69660,92161,39657,1268,38300,9558,725,6745,1259,1030,6207,6390,6200,1202,819,451,900,549,68,89,80,65
2019-07-07,95705,34865,21976,96895,24155,57126,8515,67229,79646,23483,4936,8775,7723,3182,4948,4487,6624,5882,8314,4323,236,372,650,65,41,70,39
2019-07-08,1783,53350,44101,57652,29852,93909,8821,94694,38897,24119,6617,8366,4722,9436,1871,6151,4284,5975,9502,2052,613,740,725,4,61,93,65
2019-07-09,68490,71330,63573,76967,39455,59430,51209,83932,63784,61407,9779,68,8738,2333,4765,4139,3089,4654,418,379,182,226,256,40,7,62,52
