date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2022-06-07,87525,77223,93290,74117,93159,63705,38570,33305,34112,44451,8100,7008,4260,4130,7241,8235,4384,5874,2658,6610,495,363,799,19,94,46,95
2022-06-08,28977,48768,41760,62360,90941,76319,99643,46110,48176,46366,3509,374,7384,837,1534,9412,4925,3931,6182,1732,142,895,120,79,59,55,84
2022-06-09,8181,31938,54758,94628,81130,6008,64761,24949,27851,38592,1300,5204,8673,1860,9956,8343,9800,2523,9821,4600,896,227,329,45,60,10,91
2022-06-10,8391,12397,70522,30508,49309,889,33185,80590,37524,87162,6218,2133,4658,6445,4763,3870,5285,9927,8246,8501,853,262,216,45,81,2,24
2022-06-11,29224,20766,20025,62589,86559,46901,74366,31423,6027,62203,5922,5175,1079,1042,4227,5014,5099,4763,3227,4269,570,449,342,32,6,33,55
2022-06-12,17818,18326,38568,10728,38067,86056,6170,88468,60735,15770,9551,3122,4745,1153,8912,26,2813,2431,4850,1961,973,712,494,24,23,90,1
2022-06-13,89927,77049,95785,88560,2501,28731,84940,63777,51957,41446,4772,337,6666,9635,3025,9674,7749,8248,88,9539,30,213,129,29,70,33,19
2022-06-14,52762,47624,42638,87278,62910,59571,64073,66129,38593,84244,6959,1357,5717,740,680,5940,830,8208,8500,9839,937,378,574,95,92,61,53
2022-06-15,79716,74,104,49785,58893,62313,99728,2338,97143,53105,5498,5666,1419,2,3465,4594,2067,7813,8841,4558,787,737,306,5,39,74,85
2022-06-16,90524,87917,80177,80924,76198,62872,84149,19176,88686,93528,9904,6186,6774,8110,830,7162,7529,1436,1953,3189,99,448,985,7,50,64,87
2022-06-17,68274,90547,16117,31774,71919,59789,52759,73565,51302,86755,6677,4723,3648,8365,3760,6122,9811,5613,9940,4817,544,302,693,76,34,68,39
2022-06-18,87190,21110,89033,5612,40604,22974,97388,32375,29525,47990,3021,6272,2712,6064,6803,8396,9069,9128,880,9176,765,95,944,18,50,32,13
2022-06-19,66449,97184,94411,45452,6547,36248,61648,53218,95146,48543,6951,8501,3322,1025,8769,7431,8313,166,6893,4729,474,717,72,43,2,7,19
2022-06-20,71808,24479,90383,30364,75004,74192,85474,35965,24574,5315,6798,6633,2959,8954,3354,2503,8187,1722,7345,4980,152,770,946,45,33,95,20
2022-06-21,81571,37576,55878,19205,29243,70739,42034,44247,47378,17728,2161,9095,9921,5105,8400,640,6451,4308,4306,4105,4,972,310,38,37,54,28
2022-06-22,50846,92133,75657,64087,7018,36544,47407,24068,8148,90008,7413,9850,3093,6318,1378,3717,5295,1263,9362,8679,304,237,359,16,4,92,47
2022-06-23,97140,7147,89901,84392,86800,57912,74223,94248,74106,50119,3005,6816,9954,5078,3441,1081,5171,2533,2246,1650,797,282,710,1,99,42,70
2022-06-24,49677,52644,85957,46813,98455,94086,46941,17885,22104,44477,9945,495,9548,5471,6424,7677,2100,2340,3691,4455,611,808,258,0,70,56,1
2022-06-25,36768,38794,13490,72677,15066,24443,15882,26308,82699,79139,8918,1645,3051,9154,4385,7752,6154,5354,3336,1651,939,933,878,78,43,25,84
2022-06-26,46970,31422,86547,33892,45364,70684,81736,25612,16840,89376,1695,357,5666,7833,5090,6852,6342,8564,4633,3809,891,253,16,12,38,96,19
2022-06-27,62171,74232,60392,44343,64585,95259,26829,39723,35831,9847,4995,7776,5533,9323,2572,1277,9664,1525,828,6964,310,44,843,12,49,24,87
2022-06-28,13149,50944,56408,12899,51240,26016,34018,37677,75677,71155,8612,4064,5037,2526,2699,1231,9403,2172,8141,3796,163,640,49,95,91,16,21
2022-06-29,38892,20636,84006,9206,67842,19569,35494,95540,19050,72972,653,2941,8867,4658,4977,7341,4413,130,226,9865,732,80,835,26,97,87,64
2022-06-30,58839,82672,21676,588,73018,20288,12676,79851,99201,63830,4128,1064,3591,3830,3632,9550,8367,7541,6643,2495,775,137,88,88,28,91,46
2022-07-01,1697,70090,16691,52814,71869,91205,3430,30824,21175,72532,2224,4290,7000,1048,3638,2980,7739,2243,1130,4587,112,138,216,85,17,66,7
2022-07-02,50554,26597,71762,44601,96368,65980,74760,70786,58689,20359,3659,9883,5277,1696,8466,5247,7508,9632,7530,8386,485,868,202,78,42,39,53
2022-07-03,86690,944,8354,56997,37618,26670,35119,32760,52753,6126,5496,7992,9661,7956,5000,7140,6545,912,6326,8136,400,632,125,91,5,33,73
2022-07-04,50239,18777,50753,62864,16731,96862,69049,55288,95452,71575,6884,301,9014,1040,2311,8973,3138,4068,9350,9570,534,520,85,93,10,8,58
2022-07-05,68404,87375,99531,72909,16651,85886,17190,97486,12030,22813,4054,1125,5766,2925,2043,8711,6194,4454,5014,7003,694,206,634,73,27,12,66
2022-07-06,76796,60532,75194,39560,58271,22405,29611,85427,35809,97332,391,9379,4176,8729,2575,5197,1344,1553,9193,851,670,162,917,50,63,29,44
2022-07-07,91796,13278,44393,94079,96852,37100,53212,35235,92655,90235,2554,5829,927,1156,1241,4871,8129,6476,831,6220,678,595,783,7,67,75,38
2022-07-08,66224,39869,60546,53493,4850,5780,10310,52443,9544,90813,4719,6387,1727,5669,2198,2859,8329,3674,3960,2132,818,272,814,90,61,50,8
2022-07-09,10295,36734,79386,11190,55232,98046,40235,79198,28948,4840,4302,9314,4012,9441,5540,6116,3507,4837,5131,7695,955,654,102,15,62,20,32
2022-07-10,17772,24964,13999,53713,83952,29120,46779,41277,87840,86918,6112,9745,8719,9841,8617,7767,9271,1429,1237,4906,395,891,855,25,83,15,17
2022-07-11,2801,41033,53525,62479,22019,17268,62761,31216,35900,2995,4612,7050,6100,4244,8244,5477,7413,5254,6758,354,555,559,514,10,39,42,72
2022-07-12,23151,77007,67040,3531,41712,21419,28438,70715,94371,65998,6974,2427,7626,2777,8657,2320,6341,831,5456,2452,965,562,310,40,27,74,13
2022-07-13,95155,90271,89067,33855,32526,1514,13957,62866,63028,85948,241,4057,2119,1635,6060,9175,6784,6809,2507,5397,893,538,9,80,20,26,10
2022-07-14,32850,20310,24969,49922,45362,68493,83385,53498,47684,82242,8236,2734,600,6701,6335,8588,1855,3212,9001,5671,943,461,647,10,97,79,52
2022-07-15,38114,90817,34620,11661,82010,30658,97189,4601,93310,65713,9735,9662,3713,5116,7826,1637,830,6838,3506,9090,298,295,250,96,38,25,87
2022-07-16,77064,71741,72337,44659,44394,66969,40892,93397,87057,98369,6540,4164,571,4718,7806,5487,9072,5446,798,2999,814,546,246,60,48,66,47
2022-07-17,66327,20157,3078,20001,22771,88156,52404,55038,43610,12392,1519,2533,8023,6421,4871,4766,9593,2960,7430,5438,675,358,168,24,34,89,90
2022-07-18,36713,35519,42106,16732,56205,7801,71250,96549,48172,53627,6514,7649,3048,9094,4750,4156,4362,2281,3698,8250,866,829,556,94,95,33,10
2022-07-19,53393,88480,98910,16736,45267,23019,53467,28429,38832,40046,6803,6055,3124,841,4290,7564,9959,6429,4218,2126,866,403,681,87,46,22,6
2022-07-20,25496,72929,78576,63755,74523,95027,32314,58361,15818,34987,7507,7435,4693,5772,8614,815,9048,3128,2137,4087,392,139,380,35,45,90,20
2022-07-21,27404,63031,7886,87611,64104,40247,35636,99985,97920,16806,3604,3302,1483,7684,2046,7396,6791,7731,3754,516,440,964,439,31,90,65,93
2022-07-22,4093,51457,29485,11161,79626,58052,46399,46795,33274,8210,2990,7622,1306,513,4595,986,6083,6982,6407,4489,826,697,140,14,32,84,0
2022-07-23,15361,86993,28048,57745,41322,93938,52555,61505,86896,2053,4842,5846,3931,4697,2370,5850,727,5103,4180,7072,0,573,154,53,87,61,51
2022-07-24,22857,51386,77335,30735,18856,99500,39036,66458,33795,33105,8872,2380,7349,9457,9494,203,6282,6285,787,8796,915,933,632,0,64,28,1
2022-07-25,69502,72642,4474,23788,99464,91324,13169,61240,37704,66460,1056,6840,293,3918,3061,5636,5228,4776,9816,9033,755,637,737,18,60,2,53
2022-07-26,558,96583,14877,72399,55785,71653,68381,74791,63855,46439,2344,6667,716,5682,5996,4337,76,2698,1030,4113,217,279,802,13,35,26,55
2022-07-27,9155,63250,61771,47619,30310,69885,83520,14839,34038,91584,7099,8552,5600,5581,2215,1315,4090,7585,9842,531,712,752,820,89,15,41,33
2022-07-28,56590,61023,98472,9449,4650,98701,87625,84140,86675,56960,7664,1132,337,7758,7166,9054,3476,1670,5560,5790,413,902,34,10,94,32,15
2022-07-29,92303,26296,84138,43275,36178,6646,53358,95717,80769,17285,9639,4044,4771,9291,20,5037,4532,9624,9484,3294,394,149,725,49,15,41,16
2022-07-30,96409,33297,98099,5132,75396,28088,46255,18481,39865,20146,9948,498,4546,5949,5489,2998,2610,3077,8455,8252,987,754,354,98,81,82,60
2022-07-31,50267,2643,88354,35612,11215,84841,92400,56864,37463,835,7282,2781,4459,3005,3579,4673,8227,3177,8253,7338,400,582,515,7,94,69,52
2022-08-01,46555,11459,44331,72670,9791,21977,96540,46622,69528,69111,8040,4166,2393,5238,5081,2597,1948,507,291,3793,693,962,297,5,62,33,8
2022-08-02,36335,79490,10945,4382,97683,25643,3670,62577,76608,23625,1076,7029,2491,7292,5511,1170,1403,4791,6830,1185,138,98,480,67,21,6,93
2022-08-03,37686,60371,33660,43875,55527,82314,77309,6574,24773,18642,9148,3426,1501,7519,9150,5760,3983,1193,2334,6678,686,240,515,18,86,51,46
2022-08-04,27492,50569,7770,83906,50365,6019,82717,45685,55631,41612,2894,4553,2442,6401,3139,6062,4573,1868,9701,743,972,393,289,37,36,29,24
2022-08-05,49513,91374,13523,80169,21823,68922,93413,71315,35384,7823,393,45,1630,7989,5811,7088,8901,1847,2888,9731,840,991,794,73,16,14,67
2022-08-06,74873,78243,71609,86446,61504,82910,88725,81307,14382,76821,7562,1111,9085,4994,5479,4825,7458,8637,4759,5644,20,634,836,27,69,71,72
2022-08-07,80395,604,25509,78144,59383,34164,25193,99102,86355,12585,8759,8509,1662,6999,8566,5673,2593,7055,8534,2576,870,598,708,15,8,89,57
2022-08-08,76821,26769,25934,27097,43807,18207,37835,64746,96956,71714,9638,3327,2771,8852,5803,4206,1658,8429,7592,1323,531,716,624,26,15,12,43
2022-08-09,180,8818,76858,40225,72014,12353,22770,77701,9071,86478,2496,33,3491,3756,9133,9537,9829,7490,4817,6589,487,431,615,29,26,30,37
2022-08-10,42119,46227,15689,40605,72931,94336,16191,34533,11281,55440,3715,6243,8815,2599,2175,5335,7267,50,2428,823,480,881,114,0,21,22,60
2022-08-11,44082,54663,92964,99837,22054,43808,55157,92026,5240,67821,2738,7721,9324,8774,9294,5523,851,6678,6552,6797,222,573,344,18,50,1,97
2022-08-12,93970,42956,73740,91882,83289,82224,72392,74037,55906,71697,8776,4418,7445,8959,1169,666,5630,9231,9050,2909,821,686,67,19,90,38,72
2022-08-13,40306,29373,24629,41347,71646,95478,96243,76243,78047,19705,851,2636,5859,6514,6873,5940,3430,6666,8160,1699,731,615,566,75,88,26,34
2022-08-14,90213,96091,12663,3126,96299,28353,21524,76131,26295,69804,3374,8195,2463,7621,8622,768,2244,3256,607,5253,134,703,689,74,75,89,6
2022-08-15,19117,51486,27002,45812,22224,52091,57517,9993,31743,66134,4783,1074,4928,171,247,7431,9917,7825,207,5207,313,533,535,16,67,93,57
2022-08-16,5904,6952,68041,20939,60378,64066,12692,84872,11430,60174,2899,1421,4333,6106,2708,4857,7045,5878,546,5721,609,529,320,42,83,5,14
2022-08-17,54182,38978,61233,3985,41334,280,2948,83461,45989,19870,7884,5634,5103,8078,9995,1114,4432,5354,5845,888,976,390,601,26,4,40,91
2022-08-18,92993,46562,68475,79592,79028,40725,23685,37742,80014,55460,6168,7173,8075,2828,8775,8859,2714,4575,5934,7036,570,463,988,15,86,87,60
2022-08-19,75303,52115,49450,24190,39685,51015,16217,74644,90331,13027,5832,5220,1115,6455,1424,7115,9192,5255,9861,7330,344,895,657,8,96,98,75
2022-08-20,10211,10226,78650,66649,32250,16424,42617,56575,82534,14503,8061,4557,2846,6122,1622,6905,7172,9074,9707,8435,48,364,120,76,44,31,19
2022-08-21,17965,51526,11630,27394,89056,21014,36003,72222,19982,43232,5056,5006,6540,2620,8936,4822,8413,4090,5858,3016,649,685,503,57,28,49,66
2022-08-22,60652,61027,38872,8164,30974,87817,516,93800,35859,72718,9816,5220,5935,3029,5672,5791,6269,6512,7642,5634,284,547,80,56,31,58,94
2022-08-23,63437,69177,52091,44029,22569,63552,95456,60454,11084,1964,3630,3584,9481,9213,6817,9484,5120,5343,8191,7915,296,275,142,0,9,47,88
2022-08-24,24832,9710,19597,96488,64539,85052,38023,63528,50145,50053,7281,3051,4175,4357,695,7243,3800,3310,3605,3625,762,17,363,79,56,97,13
2022-08-25,28670,79137,56442,84712,87818,27183,80085,51167,33296,77942,5364,801,3433,1535,5500,3252,4260,9739,5644,8974,781,74,605,74,87,35,29
2022-08-26,89151,13354,41050,66592,11829,85952,33618,51263,45682,75002,7290,543,6438,1691,8156,7005,8893,7464,5566,9131,314,530,391,55,24,88,2
2022-08-27,89617,36200,30730,97036,68220,33704,41987,58944,17845,22571,7987,8528,4286,1410,5725,7563,8458,2106,422,9373,826,976,447,7,38,74,42
2022-08-28,68144,2532,39990,30534,62396,64626,74930,13320,66222,93073,6152,959,1223,684,7981,5798,9718,8950,1299,9004,445,126,80,21,43,3,91
2022-08-29,75965,38820,71575,21773,11467,84675,61952,95607,14201,55425,2131,9835,4095,9439,8213,2982,1312,9421,7692,890,343,694,12,19,70,91,92
2022-08-30,96955,63681,20727,48078,63705,25369,96438,9380,80303,46713,5869,8694,2210,7799,4602,1077,6892,8471,8213,174,516,437,295,70,79,33,68
2022-08-31,92467,4353,42176,84877,12922,10803,93157,74468,19809,2943,4604,4066,6122,8234,2856,7313,6418,8548,6098,1198,434,741,689,39,10,45,48
2022-09-01,69488,89786,68416,20989,45860,53290,69426,73508,69579,36407,5838,2680,316,1899,2093,4220,1206,7177,8083,7727,287,915,111,3,37,59,84
2022-09-02,3138,55336,16287,50610,23213,94611,93054,99001,36062,64565,7738,6383,2433,9941,2750,335,6575,3757,2714,9100,469,117,171,10,9,33,2
2022-09-03,47153,58840,46746,6592,55536,69384,11121,74022,32334,51107,663,4302,2240,1784,4784,5764,8242,620,9295,3524,188,854,617,32,43,4,71
2022-09-04,62111,65882,91035,75523,85149,89326,71871,17117,93037,84404,3603,3588,6843,4166,7521,1955,8223,7024,1399,5665,583,316,989,78,58,10,15
2022-09-05,1548,24105,97886,5221,40800,37871,20859,72800,54653,88845,439,7366,464,1971,1811,4985,1123,8003,173,1572,22,988,617,56,6,23,95
2022-09-06,44816,5276,93856,11335,10102,373,21645,96634,97458,95218,7816,1527,1194,7121,5920,9616,916,7933,1269,6917,31,502,902,43,97,0,86
2022-09-07,51169,94457,78799,3878,13499,40399,736,26519,77848,43755,1647,1886,5154,9435,1922,6900,2163,1338,6990,7333,406,664,314,19,90,98,64
2022-09-08,75743,11926,27509,34830,11602,69444,33782,75307,33035,45370,4612,1310,5450,6192,4529,5787,8580,7087,6706,7842,149,438,967,61,14,90,71
2022-09-09,1293,80770,15337,47742,84235,63153,17132,31890,86262,24310,6151,3354,6145,9246,9155,7143,8319,1406,5014,2761,565,455,52,20,96,86,74
2022-09-10,17535,74421,7598,2432,21437,9706,21647,65512,61974,19816,8924,4536,250,862,3,1179,3370,816,9711,1183,340,431,743,68,48,55,78
2022-09-11,99951,20446,1749,4947,48714,13415,43233,47562,5148,54399,2349,1167,2271,6497,7617,3249,4218,7009,3163,8093,487,249,588,77,75,23,39
2022-09-12,55448,93409,19965,60859,99851,3123,34167,27971,32321,4504,9860,467,9764,1555,828,1089,2239,3967,4868,6380,668,676,301,32,82,40,75
2022-09-13,21776,55643,39452,83110,59555,55905,20167,47278,21686,14131,7684,5001,9636,8397,9117,6829,9603,5470,7539,1013,291,438,718,66,68,97,85
2022-09-14,66581,70165,25649,75110,24053,74602,11614,17793,38255,41413,6240,7984,724,3955,7903,9567,1600,2103,4654,3565,851,525,505,92,8,74,99
2022-09-15,87354,95705,63025,8721,37527,77157,47318,4777,3121,8569,6606,8058,1050,3792,3383,3124,5188,4666,1071,378,296,672,723,47,4,81,95
2022-09-16,48715,90716,56928,41080,43187,69772,54529,67275,81565,74877,6222,2420,3750,8550,6817,6756,4721,1214,2847,5145,847,449,541,90,89,86,84
2022-09-17,55890,82995,85254,99868,74363,31000,98734,25095,92211,67172,5992,5247,426,6302,1049,1972,3323,748,3642,676,84,250,98,65,71,29,25
2022-09-18,14894,36603,9941,58304,25494,16326,17346,2170,77335,45416,2580,6226,74,880,6188,2187,423,407,4042,222,781,7,337,5,0,23,64
2022-09-19,62198,45485,76774,74253,18739,41960,51934,31194,39042,78008,2546,5002,826,2950,7124,9884,5639,3108,6204,5861,927,362,456,95,77,72,22
2022-09-20,50221,51429,3694,87656,84226,5736,37676,53627,63292,57192,9164,3207,6899,93,799,2165,7646,4794,908,8,818,799,831,71,10,4,40
2022-09-21,44823,4642,28539,90167,57514,55801,3094,14585,30266,70855,7785,6343,5951,3385,5136,4603,1640,7743,5004,9439,380,518,321,5,26,16,94
2022-09-22,76777,14235,67639,39627,11078,35566,60396,76531,52810,77165,1992,5460,527,7755,5119,6943,5185,6519,4917,751,495,283,89,37,75,66,1
2022-09-23,79436,63302,75772,78656,69170,12911,94608,26376,57000,53326,3605,3596,2870,5392,160,3795,46,7968,4321,9567,724,174,453,1,53,48,49
2022-09-24,8154,1140,39583,5213,67243,4747,99009,14386,47068,86540,8467,7574,1579,7138,386,8686,5211,9162,166,5909,368,823,443,8,34,78,91
2022-09-25,59509,36837,50137,94982,38607,71890,94928,23815,97833,95667,1818,5842,140,4657,3701,6434,4520,4327,6864,4674,104,934,481,89,37,57,16
2022-09-26,93712,6763,50213,34368,32501,94496,9495,19650,16988,69377,6160,94,1043,2015,2987,826,6345,2156,3187,9763,884,736,215,62,69,61,5
2022-09-27,77390,44227,7899,14634,63455,73781,29319,20235,27180,54670,9671,9583,6464,8484,8179,7748,8340,8528,5731,5985,248,744,402,20,92,88,50
2022-09-28,41946,37992,99881,91950,49017,20483,16317,30969,39736,5788,9513,1650,8588,6805,7872,2543,5183,9311,7738,9622,942,348,751,23,76,66,37
2022-09-29,92129,68334,70735,51228,30792,9411,13941,98786,31667,15756,3837,4684,8365,2866,7969,2248,2682,1783,9037,4282,522,777,486,26,3,94,76
2022-09-30,89651,76636,22292,54784,40592,50165,34688,85182,55312,77191,5102,9000,1506,9324,882,3728,9426,5396,8504,7262,809,167,404,82,26,64,71
2022-10-01,35019,13904,96463,34496,63867,87793,10430,9002,77030,79134,901,2079,7938,4045,6197,4436,6869,5712,5950,6313,822,592,330,67,18,66,1
2022-10-02,64668,12669,30412,40677,43964,77103,31566,95498,58551,53578,3780,9427,9341,1822,8682,2452,1507,1839,2299,283,634,766,963,19,51,91,62
2022-10-03,65169,74026,63525,28014,47655,30419,12277,98801,28492,67966,7946,562,8432,6252,4135,4435,8511,6451,6270,406,430,459,116,70,41,84,77
2022-10-04,51859,22919,35872,32518,46888,13051,20406,85739,7528,63266,8526,6947,1634,6044,1174,6209,5150,8436,2640,6544,609,398,915,38,37,77,39
2022-10-05,80983,9046,29399,8507,72726,62831,85711,88004,51568,54046,3784,1825,7897,5657,729,8051,5357,9572,5889,8522,953,112,874,37,64,78,79
2022-10-06,26450,99472,9283,7481,63796,53170,80934,22592,80331,56633,8859,728,2446,9170,6729,9347,5965,8975,1178,5625,26,289,267,80,66,17,78
2022-10-07,13037,25059,77426,43042,30301,11715,75441,91042,10694,556,2600,9426,3762,4148,8352,4926,137,7010,1972,691,470,428,686,40,59,18,55
2022-10-08,94309,45465,82813,94520,95939,36043,4874,2787,78555,90593,1804,6793,2893,8197,2179,9142,5758,7134,2092,2071,965,316,142,24,33,55,14
2022-10-09,96669,56310,58287,20321,86171,44020,38870,68078,28970,96499,217,7342,3367,2613,6187,9081,2928,1916,6109,1605,191,797,551,35,94,84,96
2022-10-10,71218,70576,61119,21941,78697,14684,18932,79736,28498,50030,8737,5641,6411,2263,6456,6564,4412,3221,9154,8654,43,831,25,17,50,26,75
2022-10-11,92034,5536,18653,32471,32150,21246,33161,72244,89650,11416,5592,7323,1688,6043,9585,5644,4377,4978,8404,9769,851,567,112,90,65,31,2
2022-10-12,67145,28295,82580,33620,73040,79146,86668,63657,4732,22245,2449,8653,9499,10,31,1635,8745,326,2604,686,971,858,36,22,81,1,66
2022-10-13,65353,92369,24020,84825,50821,32359,74870,12430,78783,40433,1468,2242,7310,2723,5142,2564,9296,2065,6641,7512,873,47,216,96,7,60,69
2022-10-14,57974,15324,29062,35164,54267,19205,53894,86391,87598,37568,8724,2642,2107,7220,7356,1703,9977,2587,4248,538,770,996,138,68,17,39,74
2022-10-15,79638,62960,56791,78023,41367,91030,88995,83073,74966,9400,3001,497,3257,6858,6376,1915,7724,5888,9196,1252,714,312,184,84,20,65,31
2022-10-16,35546,43491,46880,8079,95676,16955,95218,7214,56949,85631,8429,8077,919,9292,4746,6456,4093,3972,9340,5011,569,8,14,99,93,57,98
2022-10-17,15677,13447,41401,55659,9614,70832,48851,8349,92890,45052,9807,5291,5713,4749,3465,7671,654,6944,4800,3828,274,626,12,84,12,41,70
2022-10-18,7253,99692,72624,20724,50452,80059,29786,83786,32047,53896,5791,6996,2984,7726,54,1956,329,4338,7272,9689,859,274,234,58,92,72,76
2022-10-19,68879,46059,26549,42155,33720,39460,18432,13620,28920,93358,8789,3529,4582,6318,8656,4294,913,2614,3128,8153,790,58,472,80,25,18,98
2022-10-20,27465,33685,53025,7718,77719,50004,40691,31858,54368,81032,8755,4276,8212,5294,3670,4516,1189,214,4497,1524,577,678,548,9,16,75,67
2022-10-21,50000,77386,96071,94717,33512,47054,17057,15910,69114,85358,4981,5705,4473,2457,7949,4076,4318,6437,1640,7878,709,836,117,29,30,68,73
2022-10-22,31698,10399,51180,27619,96231,22899,54741,8898,597,66057,841,6547,3780,4848,188,2975,3529,7492,4196,8276,354,616,141,44,10,28,67
2022-10-23,12843,17105,39019,7823,84315,68555,25647,16084,8591,54488,6546,9861,9809,6677,5359,4191,5365,8620,2515,4762,860,513,793,11,31,91,2
2022-10-24,5499,10376,24301,13680,38695,41130,50727,16362,8149,79482,8855,9322,2164,561,8869,8529,30,2126,4951,8249,161,852,598,99,51,40,76
2022-10-25,50604,2803,82308,14716,18849,52967,20498,2113,21235,297,3440,7251,6372,5944,4127,9161,5584,1258,1074,5102,54,810,879,81,78,36,65
2022-10-26,19739,15022,43172,45148,7740,49662,70500,3869,52571,78536,8677,3363,6150,4291,5000,5455,1295,4611,9213,8568,211,109,329,98,1,69,70
2022-10-27,89604,91323,51578,25475,42317,79129,2129,3015,38854,64855,405,1015,53,2692,7045,58,5559,3807,9109,1859,276,593,588,21,70,40,99
2022-10-28,32041,41193,72370,38138,42725,18203,90049,56996,58750,1486,7646,1883,4831,453,1211,2649,96,9803,7958,5730,766,222,545,62,12,5,49
