date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2021-01-07,9854,15562,28845,15681,21044,84466,56370,44614,39798,52457,6288,5987,4489,7646,4814,3518,3749,8784,871,9809,40,284,841,62,93,15,34
2021-01-08,726,5627,70149,28426,80452,76037,93062,41786,56154,32772,4433,1343,3747,7960,734,8998,7569,2665,306,5171,694,303,562,30,0,77,61
2021-01-09,82064,8356,61215,80388,89490,11130,17716,79887,6388,26929,2573,9123,3390,3611,9538,3684,3274,2415,2095,3665,751,900,277,54,40,2,17
2021-01-10,48146,63172,6185,24165,21836,46147,12685,13714,82314,70690,7047,4115,7754,7409,1270,970,5541,7163,474,7764,817,92,108,54,95,68,29
2021-01-11,5507,94780,28367,95448,92653,95189,81513,56865,21041,18375,1091,9317,9206,1383,2420,5010,7844,1730,3159,3577,917,708,40,41,7,60,35
2021-01-12,16592,87355,93491,45401,68063,72753,35051,60748,57701,15172,3720,7082,8879,5916,7271,472,4405,3653,336,1701,411,379,906,92,77,82,56
2021-01-13,2769,38216,11276,94309,64336,21172,87669,76214,95085,69947,7295,29,4713,7354,8886,7271,3378,9059,4262,2858,188,146,460,13,35,71,99
2021-01-14,51338,88232,52762,16210,1251,21080,30073,33311,23663,69008,693,1495,1430,1770,5609,1482,3063,817,19,9350,142,448,562,60,4,10,95
2021-01-15,68285,63497,51148,40526,21460,45322,8942,64777,99903,68603,9743,9831,2616,548,880,6314,8728,3229,3228,1896,300,505,685,13,33,47,58
2021-01-16,12046,58127,13716,13938,97864,15467,16200,33137,19032,27560,4741,9668,7808,4797,5608,8792,4534,1448,349,2861,968,825,724,15,76,85,71
2021-01-17,55095,58464,65216,77011,19594,34767,57701,76863,70980,54862,8664,4091,1436,8925,5408,7165,1651,1712,1770,4474,2,600,566,43,98,97,87
2021-01-18,92549,96884,6158,89877,24305,53638,12286,37720,42141,51253,8202,1717,2304,7338,149,9697,8,4535,1725,195,494,321,78,59,13,69,23
2021-01-19,23677,32856,88201,31483,31721,22939,19393,86338,94480,25520,6750,4933,2122,719,8448,8313,5584,9527,1697,4703,248,646,116,67,96,55,52
2021-01-20,60545,94248,55911,27740,12215,57381,44280,45333,60402,47070,3600,336,3138,575,9728,4755,8161,3499,7805,1981,70,167,361,68,37,41,91
2021-01-21,21331,54409,6619,35655,75287,68137,56058,56979,67719,99740,9658,2580,7860,6652,7769,5852,9649,2524,9395,4084,924,125,959,78,7,44,66
2021-01-22,9264,84081,2515,40551,50923,52161,94571,45049,22063,12002,2350,7495,3382,3957,4240,9067,6766,4874,6126,8781,975,649,138,99,66,79,86
2021-01-23,57860,70031,56407,68115,30928,93562,53443,65324,88899,1181,3133,6718,968,4542,4768,3530,9114,2694,2311,920,146,648,511,30,22,81,96
2021-01-24,45883,11884,6052,25341,13947,82242,73553,11471,63635,21620,7327,7779,4290,9307,1778,2827,1088,949,2155,4264,501,314,381,56,53,26,74
2021-01-25,157,76628,49479,57764,98479,33581,30972,70416,42514,76196,1275,1438,1083,3981,7266,7787,7183,98,3239,7914,836,179,33,19,5,88,55
2021-01-26,33079,24509,50297,32684,14722,9617,6372,97642,83017,89131,939,2418,471,3505,1487,5532,3667,2075,1854,6904,481,24,838,9,13,76,49
2021-01-27,45756,54147,75465,16811,52280,98471,49012,75714,63753,99450,2606,4588,9453,8418,470,355,7754,5675,6912,783,176,511,964,92,7,8,29
2021-01-28,92020,19071,14801,69525,11930,54073,82494,51002,65741,87841,6381,4938,9584,3714,1979,248,7541,3685,9228,715,908,678,850,96,65,22,41
2021-01-29,40169,74085,3024,33253,95499,49160,46104,99338,97510,25548,1963,2870,8793,7261,9763,6916,4588,608,9073,8742,867,115,321,76,56,98,90
2021-01-30,71209,55959,82657,7301,18623,17282,66088,32910,19654,1902,3107,795,1697,4453,6730,486,4499,3196,8594,1108,120,521,68,40,53,29,16
2021-01-31,17386,73899,44181,28727,27211,91255,90959,85632,88113,99621,5334,8136,5401,7740,6069,7378,7257,7983,9623,1174,421,821,898,80,28,30,81
2021-02-01,54782,33824,75934,75198,7807,30817,30552,69643,25076,59338,2191,7292,9141,1441,8932,3954,3633,3436,2633,6364,16,77,438,81,8,84,33
2021-02-02,15759,94632,87665,106,93054,14050,89707,4762,30708,66993,3765,5489,8034,1676,5961,7441,2050,7148,3647,1867,570,945,490,30,27,89,66
2021-02-03,76349,68400,16475,50706,33912,66566,22883,51676,45105,32182,869,360,179,8405,2850,6272,4043,5386,6423,4231,287,865,292,97,26,42,33
2021-02-04,48218,12833,42952,42457,35345,43691,68718,86132,52225,19869,5362,911,3515,4807,9772,7833,5995,1267,4720,8940,496,169,543,32,71,44,45
2021-02-05,48520,61417,61323,88532,5920,84407,66568,10425,96873,84798,7128,9292,4278,5915,2327,821,64,7717,4532,1681,444,718,268,70,88,39,14
2021-02-06,37427,81178,95907,38690,18621,12168,88803,67809,18130,22678,9919,1306,9509,9899,1263,129,5507,9846,3264,7385,111,924,870,11,39,87,13
2021-02-07,25119,49164,3470,86957,49953,37171,16771,14352,20535,68525,1154,6529,1334,7407,5778,8055,2644,6342,4213,2274,65,977,877,10,80,14,93
2021-02-08,42991,58433,63925,29882,41725,98391,4989,74828,74456,74215,3446,8914,4198,7999,4988,9858,9393,705,7975,412,979,976,314,18,80,38,92
2021-02-09,38792,2990,56382,59467,16494,15952,87566,98018,61687,49689,3236,158,289,5532,8266,5050,3338,8384,1355,8984,328,663,971,12,62,47,36
2021-02-10,4629,65961,20300,66822,31408,92936,91307,19268,99140,9912,9163,7289,5975,162,6421,9478,1087,9581,9975,1939,344,833,564,34,4,32,10
2021-02-15,56286,33164,94890,93914,9089,28684,83380,75841,16786,77493,7346,5935,9991,8558,5252,1682,7065,2061,4855,1915,363,541,782,88,41,96,94
2021-02-16,11503,24958,42653,30557,24766,26094,92609,67516,91720,75444,7372,4889,3748,586,8770,2923,1332,5875,746,3009,385,619,251,0,22,41,17
2021-02-17,5177,48772,45665,66608,63790,46832,73087,70582,20932,77527,9354,7816,7190,4799,4529,268,690,9457,9633,7264,838,264,69,8,85,65,58
2021-02-18,81910,69529,30363,9808,75281,20408,41646,90334,29677,63460,4424,347,6323,6026,3225,3782,2009,7834,9270,2433,899,380,869,75,47,6,89
2021-02-19,11103,91506,14103,96867,43908,30333,5682,89923,46822,95324,6906,6085,5159,5226,259,6908,8178,6533,9420,4716,464,135,554,3,43,20,18
2021-02-20,70030,44389,90433,47790,16815,76167,85737,26969,17371,21586,8614,3339,7682,4643,758,4488,206,5484,2382,709,47,209,578,49,47,37,44
2021-02-21,57607,9740,59920,25777,77624,9513,688,14994,48769,7498,5872,6569,5395,5305,8808,4120,7478,4849,9516,4310,527,740,449,50,19,82,8
2021-02-22,77708,39543,90233,40768,85526,36698,75087,25643,46163,77825,6424,1416,405,9483,3242,5032,8071,7329,7493,875,718,462,25,67,18,32,16
2021-02-23,17110,80128,97658,76413,85597,80481,92887,464,54369,92065,6321,6491,5875,2498,7374,4158,9701,1117,6132,1301,983,606,343,26,8,59,86
2021-02-24,93315,73168,22638,92974,52693,70286,16719,69491,29122,8843,4639,3060,385,5877,3640,8917,8654,4150,4993,6847,185,609,564,32,78,2,68
2021-02-25,35855,42177,20074,32589,86484,98975,32529,41999,83797,88245,2972,1141,5546,9411,7013,8211,8017,1160,4564,7055,631,833,406,69,98,5,73
2021-02-26,55600,59302,78836,71711,57669,79931,24351,86322,54511,71826,6225,6043,3742,666,314,6945,521,6066,8579,910,203,330,633,4,70,40,37
2021-02-27,26313,85377,5722,96218,33973,6118,42871,20486,40204,15775,9706,2583,3438,4088,5982,9727,6391,2386,8266,3383,78,988,279,67,54,42,21
2021-02-28,30398,4743,50110,27282,28577,60852,29047,52445,1560,80255,8543,9909,5376,4337,6777,5032,3718,5740,9094,3035,875,242,975,44,10,4,43
2021-03-01,91577,25687,4579,10568,52956,85641,10983,54311,60968,37476,908,118,8066,7712,6306,487,3629,7788,5369,349,293,346,179,91,86,88,99
2021-03-02,87462,45915,16169,64606,90882,13897,53971,16595,90530,47644,7091,350,6653,8444,5454,6352,665,3277,8876,6220,988,868,811,68,54,33,53
2021-03-03,63410,84221,24769,36622,68174,58379,3677,41070,65097,32670,6699,7395,95,326,8823,6842,7275,7496,3805,6910,746,846,202,98,97,44,73
2021-03-04,96100,19162,39809,24663,55433,52194,27114,74980,33385,33113,2860,5190,3378,5910,963,7658,5351,135,2576,4252,527,640,880,88,60,37,69
2021-03-05,66992,16935,68659,92257,86409,19336,52232,57170,72166,57740,9386,5211,1352,1440,3504,9774,7369,1318,2325,278,71,914,922,70,84,40,11
2021-03-06,61918,27134,95645,62513,32460,87555,92061,61625,14908,998,9946,7782,527,8668,9560,411,8642,3718,9371,1501,264,940,890,57,47,37,30
2021-03-07,38433,63732,42264,13340,88049,77803,97934,33925,27140,69168,167,9845,4859,8093,867,1261,8655,6600,9847,2143,355,915,266,14,39,57,75
2021-03-08,20859,94188,93709,21638,57792,60347,61714,30836,44243,36984,589,6444,415,4512,2759,1767,4817,580,5250,3644,546,175,31,9,17,65,75
2021-03-09,97736,20562,27019,73169,79781,19377,63404,63177,4844,66570,833,4362,9088,3597,8002,4075,1045,7278,9575,3695,942,836,525,9,45,69,26
2021-03-10,61639,24142,11092,41976,73798,27267,11136,91454,79233,80885,4006,6559,1777,6720,3099,9110,5717,8799,9924,7762,993,311,470,94,75,42,95
2021-03-11,47526,10974,99990,60827,47531,60984,67697,94993,73896,31181,6171,525,7568,543,694,2666,7891,6413,3079,8373,537,416,661,18,72,16,38
2021-03-12,85439,84075,78489,29688,31297,18684,63601,54663,65777,16129,2609,2739,8536,8966,3840,2898,8403,6303,1622,4893,83,841,689,15,70,38,84
2021-03-13,95112,99964,3193,68084,28056,89233,14363,27047,63639,8420,3563,6980,6200,3558,8043,7832,6097,462,5642,871,590,922,609,16,34,2,28
2021-03-14,45587,3881,53681,78181,26477,71139,83288,17391,44056,66838,6916,4858,9751,71,1541,960,4038,9733,406,2704,764,932,902,29,85,93,90
2021-03-15,61924,41098,87157,15729,76346,3367,69222,32487,89062,78379,3698,6631,3731,4702,9410,45,7567,2187,5239,5783,241,440,245,28,29,25,56
2021-03-16,60054,12253,2974,61732,63111,13564,43038,43486,46295,39933,6851,9112,5908,2766,3785,7116,6216,7614,7139,5333,614,483,910,58,6,14,66
2021-03-17,72152,15227,32168,99294,49400,49053,48238,87416,21662,18889,8052,3470,4066,1672,1188,816,2060,1329,9837,1633,929,899,252,1,7,2,24
2021-03-18,37733,24313,59790,11746,29387,50506,22046,42826,1939,96189,663,8451,6650,1786,3246,6876,2334,9242,8469,9584,538,324,284,66,26,17,31
2021-03-19,55324,18908,70030,91699,90308,19045,75389,92951,91232,84593,2005,8178,1585,7805,7278,4100,2748,506,2443,8326,820,818,350,8,93,24,14
2021-03-20,97438,44237,60631,28008,34118,15472,33743,63920,20211,95572,4348,4838,1668,7448,9827,689,5421,9339,196,659,905,348,884,49,76,66,51
2021-03-21,68140,32393,93839,56403,65114,4662,27967,17866,80267,40765,3640,3582,360,1661,3071,3782,5562,2884,7734,7633,556,562,535,5,17,2,51
2021-03-22,54315,31746,44561,88751,11374,28144,68702,52836,24984,73255,4210,8981,9941,3086,966,3268,5138,9249,4011,526,209,205,919,55,78,59,37
2021-03-23,85639,30063,95547,39052,94653,56116,35594,68298,18107,43978,7384,6503,9374,5817,4654,7854,8140,3821,5628,8489,166,489,122,78,29,57,41
2021-03-24,66438,51768,94610,10009,41759,79404,4206,82740,54417,72007,6962,9851,8259,4138,6850,5788,2934,3969,5970,8902,461,121,60,27,91,25,2
2021-03-25,44219,17263,51334,63993,88090,37457,15226,74880,18603,58173,8818,7907,7204,127,4269,1805,1836,5259,8452,6811,888,890,213,24,6,22,91
2021-03-26,72042,68063,25311,29971,83206,86522,85186,75709,65955,63349,6509,7975,671,5763,4368,4718,7579,26,5589,9488,338,783,541,59,57,29,76
2021-03-27,54601,19860,88938,20323,48117,20172,64229,45932,8531,13792,8074,4492,5054,9894,740,2383,7943,8343,3910,8738,105,231,364,41,56,54,45
2021-03-28,31295,59812,31307,66685,76613,55369,44339,80508,61477,57903,6889,5598,6663,8480,2820,3105,1067,9742,9053,5754,383,80,449,28,55,35,70
2021-03-29,3000,18982,14238,86862,55248,47663,90612,81990,83058,61270,9699,3403,658,4672,4094,3499,2994,3125,2070,8140,557,201,856,62,89,8,73
2021-03-30,49255,6649,23570,97897,17815,78585,28443,63237,25403,81764,137,4313,4219,2492,5514,5159,5418,2343,9268,8470,89,68,72,64,50,81,58
2021-03-31,6996,71928,98750,7368,91571,10665,818,68013,49576,58931,2288,6440,4456,9463,3920,6744,4442,492,7358,7055,578,779,351,16,39,3,54
2021-04-01,50393,32377,57201,27882,5554,71829,21211,99596,51252,66003,8236,6787,8798,1677,8702,8801,3261,7137,7029,8319,105,622,618,65,72,7,23
2021-04-02,1795,99808,58658,90819,54406,82291,94848,61086,13666,6582,6068,4967,7881,1343,5616,5817,9615,1888,6782,6750,933,952,851,10,15,43,45
2021-04-03,44110,17391,84538,71325,62417,76030,75577,17381,7633,55283,5308,6513,4361,3366,6274,9435,6510,4763,6705,8537,391,286,595,3,28,67,75
2021-04-04,16278,81109,23429,38390,32435,42574,99911,9241,21291,55658,4655,9197,2481,8641,4142,1733,4329,9404,6699,3373,914,344,224,54,37,36,65
2021-04-05,6800,39251,67548,65874,16912,12006,71395,44182,32715,94059,8360,691,7008,6286,8957,2843,8568,1042,3781,4361,826,667,396,56,25,87,11
2021-04-06,94659,32768,30053,32214,82444,37646,5925,98134,53057,59774,3093,7900,9644,2848,4145,6351,2593,6611,6182,7360,947,201,559,44,45,1,74
2021-04-07,97675,55528,55398,29818,54673,41639,66052,64142,6759,99796,2370,2784,4435,5716,5498,3510,4504,800,2973,2388,693,603,533,13,70,81,56
2021-04-08,63904,56240,48222,98507,32353,37133,28267,86742,62636,80484,9490,4218,8779,1522,179,6710,1978,3940,9894,6237,307,84,531,11,3,47,86
2021-04-09,52070,62954,37646,88703,4269,2791,35381,80397,16804,2753,651,7692,1233,6875,7439,7249,5341,9918,3352,8215,262,484,531,93,83,95,71
2021-04-10,85313,55176,79036,28577,94383,79058,53998,29626,30944,46987,4695,6882,5660,7075,5263,9971,5237,5381,3743,2306,452,292,746,86,54,27,64
2021-04-11,29013,13305,66567,43230,99122,4949,71530,82148,72456,78719,5096,9766,4238,7800,7180,2825,497,1488,4929,5621,821,34,271,87,80,83,23
2021-04-12,86039,31145,18498,98082,98245,31416,10849,92752,30862,66716,8667,2436,7346,9819,3732,7416,9015,599,7299,6184,120,72,542,70,97,16,88
2021-04-13,29405,36317,91982,14199,88411,82665,10594,93756,8443,37852,292,2980,7500,4753,456,4980,7105,4130,3798,1607,287,955,847,97,74,36,21
2021-04-14,74295,92214,85483,61076,72559,48815,40538,49532,49167,21320,4111,2072,6501,7996,9523,1051,5798,9184,3348,1405,135,132,102,39,80,82,38
2021-04-15,90982,5942,63537,27846,8216,97437,70544,95936,32700,64061,4137,303,2119,8210,9246,4010,6842,6549,1334,5906,523,665,973,61,32,56,62
2021-04-16,99789,61842,61345,45388,33740,22618,8822,57006,19388,34906,127,8332,9708,8666,6417,5984,1399,9256,6349,7108,351,427,290,24,63,21,14
2021-04-17,10780,90312,85282,37689,63252,45313,95705,84450,55399,24328,7215,2880,2797,8358,429,5725,6738,721,729,7088,800,534,683,64,95,10,52
2021-04-18,89500,28554,92570,49815,4952,62208,76847,37635,17270,72952,1889,1779,7211,6471,4106,7177,3220,6116,9816,1575,549,606,127,8,56,62,30
2021-04-19,81365,37116,91280,35840,7090,54403,41109,10007,86098,89353,5851,1113,7837,9569,7119,2502,8400,7704,1188,6837,548,974,553,66,37,86,80
2021-04-20,5475,8566,31533,85710,76648,51671,93211,16079,10046,91920,7051,8376,2365,8791,8164,8112,8188,5990,9948,9713,321,756,699,10,47,59,37
2021-04-21,84355,78496,47869,79897,67143,91837,65450,63741,45899,3051,9447,8753,7436,4241,135,6118,1641,5714,577,6501,801,518,273,34,32,90,21
2021-04-22,56292,85246,21395,18863,68342,11296,9277,15013,72016,79068,4629,4132,7928,3901,848,3767,6767,9733,8337,348,60,338,39,84,79,49,68
2021-04-23,98860,8807,79035,36955,52152,13825,21632,50794,48684,45328,241,6662,9586,2178,468,2726,4326,8253,3124,5992,309,967,177,11,81,47,68
2021-04-24,21177,55266,11744,71304,12322,12651,88889,47362,53738,93420,7323,625,4947,9102,3879,9120,7797,3176,9363,5846,515,360,477,44,72,98,13
2021-04-25,73278,29752,45407,84732,33840,31612,85993,13199,89957,35321,5788,782,6501,6762,4864,5444,604,4028,9450,9506,623,91,345,41,7,91,36
2021-04-26,16252,93619,14175,95275,45786,92178,83910,83481,13536,42714,6312,3686,5694,4080,7455,9684,4723,5765,1302,2612,458,364,116,83,96,78,68
2021-04-27,49333,97939,55311,56648,34925,46058,38462,67329,37199,11607,5602,8412,1759,1094,4069,2173,7609,7971,9456,514,338,395,689,76,67,46,27
2021-04-28,91213,60871,90650,63371,63445,44398,61559,11704,1360,29482,8343,783,930,3719,1317,9878,9400,8308,4796,5967,786,949,164,15,23,60,5
2021-04-29,21916,3753,9292,74636,68417,68651,69171,90623,96858,69786,1854,5529,9484,8227,2826,3653,7621,295,7590,9889,472,535,660,76,42,11,57
2021-04-30,96736,731,93389,43599,41521,57436,11921,95917,66854,33229,9188,7076,1306,7227,1773,7429,9108,6856,7119,3926,336,122,639,9,80,2,79
2021-05-01,5365,60256,96537,26510,18728,36168,67052,44399,69293,48241,1981,7413,6040,3021,9589,9440,4767,5311,7420,7328,989,920,111,89,15,48,57
2021-05-02,76578,89773,28086,8979,53310,84913,98859,8697,50033,62005,3088,3199,8452,669,1769,7670,1743,3964,2101,2475,813,561,798,76,34,85,13
2021-05-03,51925,70091,77216,24987,94756,47241,69203,19688,66872,85929,2181,6617,3168,740,2128,4036,3437,7674,4166,9512,49,260,972,61,16,83,47
2021-05-04,9580,29402,23008,94257,98910,37368,76637,4080,39226,74432,8593,2322,5745,7621,4996,3716,4054,1778,2133,4180,878,470,881,85,49,24,98
2021-05-05,83866,51676,18736,24033,19388,26346,44869,64943,98136,16229,8844,1363,9702,3489,6572,9622,4979,9375,7631,6461,940,517,144,56,90,15,53
2021-05-06,80359,19644,56866,23666,3810,90538,16724,99553,27566,67734,584,9641,9608,6060,1335,6679,6784,1486,7013,1067,906,636,410,25,79,88,54
2021-05-07,70447,30887,35120,87882,32452,68083,90768,49417,35327,45592,2495,1910,5938,5431,3356,4053,586,9639,6345,4121,227,327,843,55,80,13,71
2021-05-08,26493,54128,1818,98582,1507,93059,78338,90688,6793,50767,1368,2142,3396,9675,800,1786,2056,1442,8078,933,904,22,880,65,25,50,99
2021-05-09,76369,77298,73046,17455,89049,72087,29566,1899,4804,83194,8511,448,4346,7136,8342,1184,7406,4858,8972,9760,701,912,815,12,50,5,13
2021-05-10,54247,69734,34677,20804,58238,22551,72439,91037,28917,4645,1787,9249,2002,3566,1046,728,4516,3542,2857,539,307,802,403,53,29,28,57
2021-05-11,57470,46413,73469,30308,31583,38456,58820,47386,50654,84672,6636,4486,2882,4552,8818,806,9150,5583,1613,2304,826,58,851,21,4,47,74
2021-05-12,49650,6579,14342,12281,41247,66322,82113,1646,94819,44572,8517,1916,6068,4664,1402,7744,5242,9550,5712,2726,931,274,752,13,55,70,67
2021-05-13,68664,81431,40720,22183,91639,33161,83447,46988,64519,25878,1896,1399,1212,5965,8505,4981,2318,7544,2891,191,917,833,388,9,33,2,23
2021-05-14,81047,91687,87624,88230,59985,32032,68527,94667,83229,11815,131,750,166,4345,6055,989,3003,2785,7579,1802,151,324,986,13,14,37,94
2021-05-15,59925,41995,32104,99664,62977,31241,33408,92887,12145,51393,7548,9776,9558,921,2315,6863,8680,6329,2377,6711,952,319,693,94,16,55,43
2021-05-16,32965,91114,17932,99707,19569,47563,5093,59395,22044,59017,9951,5007,7194,3166,8698,1417,1058,9220,385,8284,831,489,931,71,51,98,28
2021-05-17,67626,81254,14436,47191,29054,59494,13547,49355,99221,17767,4541,210,8059,9213,335,4819,7263,1541,5344,3788,373,291,279,26,83,98,18
2021-05-18,10448,1293,90453,43020,27989,1592,57247,57697,90951,93120,7809,890,29,9163,4228,5239,7168,7205,4788,5067,198,186,590,33,82,9,57
2021-05-19,83572,70723,14308,9786,93904,1719,18292,24623,71671,11387,6970,4346,6358,736,9739,4459,1481,5172,8040,9893,226,31,499,1,80,65,12
2021-05-20,55967,54580,21026,67810,59504,89733,13811,43198,35906,15941,9745,1163,5539,6360,6440,4422,3437,9590,6182,9014,483,381,367,76,79,71,8
2021-05-21,75723,20849,13091,49882,63075,7902,39553,1554,83889,83251,1937,147,5809,407,2800,7795,8792,8865,3667,4004,684,874,802,33,34,46,29
2021-05-22,94325,23259,66640,23376,31105,72282,82200,63910,11030,94597,5287,3838,8246,6355,1337,8328,5374,8056,8762,8690,164,827,706,73,69,49,51
2021-05-23,13529,97227,53510,42797,53949,33069,63064,87910,18832,78557,6853,3613,9966,7341,1374,1035,7645,549,435,8722,360,987,857,36,58,7,65
2021-05-24,19685,80388,49059,33202,87712,17969,89009,33776,57779,44541,7683,6531,6962,8975,5515,6141,5851,7492,9185,6889,759,540,100,93,90,69,29
2021-05-25,82871,94512,72720,81900,3961,28843,80120,28929,44449,82514,8544,5065,5483,3579,266,4452,5162,1982,7783,1265,998,780,684,44,23,85,86
2021-05-26,64904,78141,87901,10549,40403,40811,25962,62445,22778,37618,7535,1633,138,1596,6261,6757,2697,2475,2708,6364,682,909,433,36,71,45,32
2021-05-27,33003,35078,36509,95329,86347,84893,67695,31072,69847,46059,3531,6277,781,6243,6902,5879,7220,434,3640,7672,792,899,79,18,5,74,78
2021-05-28,7076,67348,51380,77608,8075,99703,94167,46228,31744,45914,3311,3995,2876,3716,2474,3996,5550,9833,6195,496,919,215,628,82,49,7,29
2021-05-29,81687,54246,57450,34972,15044,72692,88895,87300,71232,92613,8087,8713,896,6614,9840,1399,5564,5175,873,2587,871,815,156,88,14,41,75
2021-05-30,15553,28465,1790,77377,52873,70371,33873,61735,44650,87166,2999,5263,8397,4017,6573,2829,1106,5982,6397,2653,796,10,411,21,0,31,14
2021-05-31,18650,10527,35074,62060,33310,58250,97160,34589,89241,24075,1062,5907,5201,9167,859,1375,9280,445,606,1421,540,276,761,31,45,94,77
2021-06-01,57266,97063,1547,3792,34380,55547,99473,4513,3577,43064,2595,6129,9793,8725,6616,4029,5105,547,9482,4422,424,936,870,80,25,37,12
2021-06-02,51714,7684,76377,65076,21826,74839,39404,33717,29053,27921,9279,4414,1107,48,6942,4446,8703,552,203,2744,961,232,807,17,16,78,74
2021-06-03,62721,69350,70384,57898,76879,97275,98757,65684,44550,69190,7331,7896,215,8763,1682,9809,2170,8678,893,640,318,453,156,65,81,2,59
2021-06-04,60930,14424,25978,61321,6154,49998,53542,83194,89741,90617,202,1868,6825,6573,5016,2422,9023,6064,1610,560,316,410,619,41,94,20,71
2021-06-05,10263,84855,75330,3907,81512,16104,73677,91089,87745,84811,5701,3312,3838,2644,7792,7464,4444,1360,1536,6741,482,302,689,65,37,13,33
2021-06-06,73663,63348,58752,82743,63709,20214,34263,76106,67609,93999,9233,6289,2907,4869,4145,1855,3439,4721,9299,693,982,560,36,91,21,18,88
2021-06-07,26422,90141,26323,40303,80054,66276,56066,54135,47989,89880,3299,4148,8200,4431,1752,845,2782,6950,8387,9702,143,889,915,59,41,2,83
2021-06-08,82266,2343,40408,17259,58039,69704,38105,57824,67161,47090,6998,4755,2674,6191,623,3544,8319,1864,3741,8626,325,466,201,67,98,93,95
2021-06-09,81099,17483,94216,47818,97693,24154,36495,14806,25546,65012,3529,6007,8659,7548,1408,4257,7197,6600,8905,9695,210,538,296,72,42,94,56
2021-06-10,92979,56882,39343,47196,39732,88318,82043,67698,10650,1836,4157,8740,6035,6845,4165,2074,1708,5467,5906,5861,909,942,335,42,84,68,13
2021-06-11,15348,78802,22861,91584,26582,67608,72292,4209,46545,31425,1818,1726,627,345,6341,5705,4803,2089,8511,1671,765,835,214,20,30,43,77
2021-06-12,2283,58255,1657,6701,91266,84964,27203,66523,51367,49639,8935,3818,5601,9446,3699,2160,3449,4422,5004,6817,776,56,519,38,86,0,84
2021-06-13,35879,47749,87500,99446,1106,79324,26659,56908,74236,93875,7576,4069,3177,7043,4450,2127,6748,8288,4723,3563,702,154,145,15,53,57,41
2021-06-14,18146,534,49921,30332,58890,58521,89686,80075,49323,5575,2025,5454,9413,1476,2044,4506,5740,9745,2046,7389,655,270,536,51,48,80,77
2021-06-15,27483,86299,97673,23236,82333,2525,90116,13785,41093,24497,8849,8323,8877,2901,2843,6831,165,750,2768,1859,737,267,3,78,22,39,27
2021-06-16,34622,94586,75415,398,2695,81584,39790,63955,93847,80022,7922,4688,5099,2756,5391,2710,3411,3649,9522,9171,312,541,104,3,33,49,99
2021-06-17,44367,2103,85262,24192,53117,57563,77726,52421,47297,42466,6745,8181,2717,7607,7614,5002,1041,3610,6268,5907,443,354,210,39,14,35,23
2021-06-18,14761,98852,24130,49306,40763,63729,4079,75280,68365,74519,8167,7754,3837,2621,2432,6094,8908,4403,52,5513,247,287,555,8,63,91,38
2021-06-19,3472,93911,4150,75964,4712,64149,39692,94720,52370,76447,3111,9476,3425,4483,2937,7149,6622,8395,7416,8018,156,880,910,12,81,20,65
2021-06-20,64799,15675,55723,7182,91118,35403,53278,60001,73280,79475,5243,9605,6915,6435,9233,3904,6685,4760,3390,1914,570,187,831,48,68,67,26
2021-06-21,60141,13125,97526,7411,2348,16469,75483,27117,72331,15000,1858,980,5835,763,9059,7098,5702,5425,6504,2830,381,910,232,20,73,72,89
2021-06-22,34505,41158,46686,84680,65752,98202,1898,72132,77218,11699,4601,7796,2920,3030,6545,718,3173,7947,7279,4242,546,309,896,17,68,58,60
2021-06-23,98699,23243,10587,50359,23984,81110,19506,85967,2124,61768,1950,2058,2434,4736,7115,8566,4682,1294,1596,4060,287,817,933,32,17,41,54
2021-06-24,17879,77328,12410,69282,95919,47894,54722,13959,12972,80067,4175,4355,992,8562,6486,1704,8635,2385,9439,9824,844,819,537,22,96,35,52
2021-06-25,25985,3675,18803,46990,45564,78815,4871,29794,89885,26774,7403,5635,2105,7538,1252,449,6833,7160,3625,2056,735,919,15,96,29,22,81
2021-06-26,20290,47139,21826,45549,86949,39905,81448,26263,91519,93679,3378,9684,2651,3661,8627,5066,8490,5649,3101,9484,300,842,178,10,74,52,39
2021-06-27,13987,15964,81096,37740,41324,80285,84598,22845,66784,24616,5834,2768,4015,7063,5601,3530,297,5860,7081,7074,750,230,836,37,75,78,70
2021-06-28,52658,47449,39821,60239,80016,83331,56582,32531,30741,3764,3744,6531,1280,9654,6748,9371,2037,162,4439,8711,260,429,998,20,77,66,70
2021-06-29,66791,82119,21307,460,64674,10424,71358,13617,32498,81585,1348,2778,624,7983,6747,5839,6507,2946,9829,6343,152,877,130,65,19,27,9
2021-06-30,82308,5022,7709,91611,2582,94672,66471,36896,65762,38872,8402,2260,6563,9308,894,6439,5869,3369,132,6163,172,415,512,5,50,61,67
2021-07-01,1275,82781,88530,4432,74207,28970,82278,27213,46110,47746,4819,8861,131,7830,4185,1250,7234,3695,1131,1363,796,180,919,58,81,43,93
2021-07-02,87781,34762,39787,40120,43891,47180,95886,55595,31201,7153,2028,4290,1375,122,4740,4378,8916,7932,8040,4780,228,217,86,99,88,36,59
